OPERATIVAS[Nombre Documento],OPERATIVAS[Grupo SOAP],OPERATIVAS[Equipo SOAP],OPERATIVAS[Tipo Documento SOAP],OPERATIVAS[Equipo Mesa Ágil SOAP],OPERATIVAS[Ruta archivo]
Documento de Pedido de Configuración IDEA142223 - Recaudación Kasnet.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Configuración de Entidades/Documento de Pedido de Configuración IDEA142223 - Recaudación Kasnet.docx
Documento de Pedido de Configuración IDEA-61133 - Yape.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Configuración de Entidades/Documento de Pedido de Configuración IDEA-61133 - Yape.docx
Documento de Pedido de Configuración PROY-140645 - BBVA.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Configuración de Entidades/Documento de Pedido de Configuración PROY-140645 - BBVA.docx
Documento de Pedido de Configuración PROY-140645 - BCP.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Configuración de Entidades/Documento de Pedido de Configuración PROY-140645 - BCP.docx
SOAP Acta de Transferencia Conocimiento  - Migración BANBIF al nuevo ST.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Configuración de Entidades/SOAP Acta de Transferencia Conocimiento  - Migración BANBIF al nuevo ST.docx
INS.IN-0076 Prepago - Switch Transaccional.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/INS.IN-0076 Prepago - Switch Transaccional.docx
Arquitectura Nuevo ST.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Switch Trx/Arquitectura Nuevo ST.pdf
LA BIBLIA DEL SWITCH.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Switch Trx/LA BIBLIA DEL SWITCH.docx
MDO_PROY-25942 - MigraciónUpgrade ST.doc,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Switch Trx/MDO_PROY-25942 - MigraciónUpgrade ST.doc
PE 7 2 -415-DCCLARO - Six Balanceador Reseteo-SIXBP1V1- SIXBP2V1.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Switch Trx/Reinicio/PE 7 2 -415-DCCLARO - Six Balanceador Reseteo-SIXBP1V1- SIXBP2V1.pdf
PE 7 2 -419-DCCLARO - SIXS - Switch Transaccional Reseteo.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Switch Trx/Reinicio/PE 7 2 -419-DCCLARO - SIXS - Switch Transaccional Reseteo.pdf
PE 7 2 -422-DCCLARO - SIXJAVAS - SIXS Controlador Reseteo (2).pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/Switch Trx/Reinicio/PE 7 2 -422-DCCLARO - SIXJAVAS - SIXS Controlador Reseteo (2).pdf
ALERTAS PPV y OLC.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/TRANSFERENCIA/ALERTAS PPV y OLC.docx
CREACION DE ENTIDAD PPV y OLC - DB.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/TRANSFERENCIA/CREACION DE ENTIDAD PPV y OLC - DB.docx
Diagramas_Novatronic_OLC-PPV_02052018.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/TRANSFERENCIA/Diagramas_Novatronic_OLC-PPV_02052018.pdf
GENERAR TRAMAS SAP Y CIERRE DIARIO.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/TRANSFERENCIA/GENERAR TRAMAS SAP Y CIERRE DIARIO.docx
MTTO PREVENTIVO NOVATRONIC.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/TRANSFERENCIA/MTTO PREVENTIVO NOVATRONIC.docx
MTTO PREVENTIVO NOVATRONIC.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/TRANSFERENCIA/MTTO PREVENTIVO NOVATRONIC/MTTO PREVENTIVO NOVATRONIC.docx
PROCESO DE AUDITORIA PARA EL ST Y PEL.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Prepago/Switch Transaccional/TRANSFERENCIA/PROCESO DE AUDITORIA PARA EL ST Y PEL.docx
Manuel_DTH_CONTEGO.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Provision/DTH/Manuel_DTH_CONTEGO.docx
Zona de movilidad fija.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Provision/IFI-LTE/Zona de movilidad fija.docx
INS.IN-0152 Provisión - InstantLink Dummy.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Provision/InstantLink/INS.IN-0152 Provisión - InstantLink Dummy.docx
INS.IN-0509 Provision - Disponibilidad de Instantlink.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Provision/InstantLink/INS.IN-0509 Provision - Disponibilidad de Instantlink.docx
Ejecutable_Pedido de configuración SIOP.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/SIOP/Ejecutable_Pedido de configuración SIOP.docx
Proceso Manual Fraccionamiento MI CLARO.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/SIOP/Proceso Manual Fraccionamiento MI CLARO.docx
WAS_SCAN_WEBAPP_SIOP_CRED.PDF,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/SIOP/WAS_SCAN_WEBAPP_SIOP_CRED.PDF
LIMPIEZA DE TEMPORALES - MICROSOFT EDGE 2.0.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/LIMPIEZA DE TEMPORALES - MICROSOFT EDGE 2.0.pdf
LIMPIEZA DE TEMPORALES - MICROSOFT EDGE.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/LIMPIEZA DE TEMPORALES - MICROSOFT EDGE.docx
LIMPIEZA DE TEMPORALES EXPLORER.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/LIMPIEZA DE TEMPORALES EXPLORER.docx
Documentacion JOBS-MALLA.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/Malla Sinergia 6.0/Documentacion JOBS-MALLA.docx
INS.OP-0481 VENTAS - Ejecución de Malla Sinergia 6.0 (2).docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/Malla Sinergia 6.0/INS.OP-0481 VENTAS - Ejecución de Malla Sinergia 6.0 (2).docx
INS.OP-0481 VENTAS - Ejecución de Malla Sinergia 6.0.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/Malla Sinergia 6.0/INS.OP-0481 VENTAS - Ejecución de Malla Sinergia 6.0.docx
MANUAL PARA MONITOREO DE SISACT EN ZABBIX.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/MANUAL PARA MONITOREO DE SISACT EN ZABBIX.docx
Arq_Fisica-PROY 140428 – IDEA 141119 - Proyecto OLO Nuevo BAM Prepago_F1.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/OLO/Arq_Fisica-PROY 140428 – IDEA 141119 - Proyecto OLO Nuevo BAM Prepago_F1.docx
PROY 140428 – IDEA 141119 - Proyecto OLO Nuevo BAM Prepago_V2.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/OLO/PROY 140428 – IDEA 141119 - Proyecto OLO Nuevo BAM Prepago_V2.pdf
PROCESAR  ACTIVACION CORPORATIVA SIN REGISTRO EN TABLAS CMS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/Venta/PROCESAR  ACTIVACION CORPORATIVA SIN REGISTRO EN TABLAS CMS.docx
Archivo_253109_050124_061618_1.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/CyberArk/Archivo_253109_050124_061618_1.docx
Format_20240117_SOAPClaroPeru_PruebasBT_CRM.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/CyberArk/Format_20240117_SOAPClaroPeru_PruebasBT_CRM.docx
Formato 6 - Acceso Servidores Aplicaciones rev1 RED 114 con CID.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/CyberArk/Formato 6 - Acceso Servidores Aplicaciones rev1 RED 114 con CID.docx
Formato 6 - Acceso Servidores Aplicaciones ver1 RED 96 observaciones levantadas con CID.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/CyberArk/Formato 6 - Acceso Servidores Aplicaciones ver1 RED 96 observaciones levantadas con CID.docx
formato 06 Aplicaciones General SOAP rev RED BOSS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/formato 06 Aplicaciones General SOAP rev RED BOSS.docx
formato 06 Aplicaciones General SOAP rev RED.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/formato 06 Aplicaciones General SOAP rev RED.docx
Plan de Pruebas BOSS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/Plan de Pruebas BOSS.docx
Plan de Pruebas BOSS_20240118.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/Plan de Pruebas BOSS_20240118.docx
Plan de Pruebas BOSS_20240131.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/Plan de Pruebas BOSS_20240131.docx
Plan de Pruebas BOSS_20240201 (Nuevo).docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/Plan de Pruebas BOSS_20240201 (Nuevo).docx
Plan de Pruebas BOSS_20240201.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Inventario/Plan de Pruebas BOSS_20240201.docx
CBIO-ONE-0001-FALLA POR REPOSICIÓN DE SIM CARD V2.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0001-FALLA POR REPOSICIÓN DE SIM CARD V2.docx
CBIO-ONE-0002- MANUAL CAMBIO DE TOPE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0002- MANUAL CAMBIO DE TOPE.docx
CBIO-ONE-0004-BLOQUEO DE LLAMADAS SALIENTES ACTIVO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0004-BLOQUEO DE LLAMADAS SALIENTES ACTIVO.docx
CBIO-ONE-0005 - RETIRO DE CONTINUE LINEAS ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0005 - RETIRO DE CONTINUE LINEAS ONE.docx
CBIO-ONE-0006 - CARGA DE LINEAS EN LA DIRECTORY NUMER BSCS9.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0006 - CARGA DE LINEAS EN LA DIRECTORY NUMER BSCS9.docx
CBIO-ONE-0007 - MANUAL RETORNO DE NUMERO ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0007 - MANUAL RETORNO DE NUMERO ONE.docx
CBIO-ONE-0008 - REACTIVACION DE LINEA ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0008 - REACTIVACION DE LINEA ONE.docx
CBIO-ONE-0009 - ANULACIONES DE COBRO POR RECONEXION.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0009 - ANULACIONES DE COBRO POR RECONEXION.docx
CBIO-ONE-0010-MONITOREO LINEAS BLOQUEADAS POR MAS DE 4 HORAS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0010-MONITOREO LINEAS BLOQUEADAS POR MAS DE 4 HORAS.docx
CBIO-ONE-0011-RECONEXION DE LINEA ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0011-RECONEXION DE LINEA ONE.docx
CBIO-ONE-0012-PAQUETE NO ENTREGADO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0012-PAQUETE NO ENTREGADO.docx
CBIO-ONE-0014- CAMBIO DE TITULARIDAD DE ASIS A ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0014- CAMBIO DE TITULARIDAD DE ASIS A ONE.docx
CBIO-ONE-0015 - ALINEACIÓN SMARTWATCH.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0015 - ALINEACIÓN SMARTWATCH.docx
CBIO-ONE-0017 NO SE VISUALIZA DATOS DE SERVICIO DE LA LINEA_N°DE CUENTA EN SIAC UNICO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0017 NO SE VISUALIZA DATOS DE SERVICIO DE LA LINEA_N°DE CUENTA EN SIAC UNICO.docx
CBIO-ONE-0018 DESACTIVAR SERVICIOS O PAQUETES DE UNA LINEA ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0018 DESACTIVAR SERVICIOS O PAQUETES DE UNA LINEA ONE.docx
CBIO-ONE-0019-DESALINEACIÓN DE IMSI SIAC - UDB.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0019-DESALINEACIÓN DE IMSI SIAC - UDB.docx
CBIO-ONE-0020-]ESTADO LÍNEA DESACTIVO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0020-]ESTADO LÍNEA DESACTIVO.docx
CBIO-ONE-0021- CAMBIO DE TITULARIDAD LINEAS ONE A ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0021- CAMBIO DE TITULARIDAD LINEAS ONE A ONE.docx
CBIO-ONE-0023 - PROCEDIMIENTO BAJA Y ALTA.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0023 - PROCEDIMIENTO BAJA Y ALTA.docx
CBIO-ONE-0024-ACTUALIZACION MOTIVO DE DESACTIVACION DE LINEAS ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0024-ACTUALIZACION MOTIVO DE DESACTIVACION DE LINEAS ONE.docx
CBIO-ONE-0025- PORT OUT.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0025- PORT OUT.docx
CBIO-ONE-0026-DETALLE DE LLAMADAS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0026-DETALLE DE LLAMADAS.docx
CBIO-ONE-0027-INCONVENIENTES AL RENOVAR UNA LINEA.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0027-INCONVENIENTES AL RENOVAR UNA LINEA.docx
CBIO-ONE-0028-TIENE LINEA ACTIVA Y FIGURA ERROR EN EL REGISTRO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0028-TIENE LINEA ACTIVA Y FIGURA ERROR EN EL REGISTRO.docx
CBIO-ONE-0029-DEMORA EN TIEMPO DE ALTAS EN EOC.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0029-DEMORA EN TIEMPO DE ALTAS EN EOC.docx
